id,found,violation_score,time,cost,graph6
886,True,40.0,0.18668127059936523,0.18668127059936523,b~{GGKF@w?_@?B?B_@w?@??C??W??w??{??@???G??@_??F???N????_???G???B????[???@w??O??????C????@?????G?????_
980,True,0.29166666666666696,0.18164753913879395,0.18164753913879395,Qx?WKE??G?_@C??@??G?B??[?@w
981,True,0.2857142857142856,0.3251004219055176,0.3251004219055176,Mt?QQ?_?G@_F?N?N_
1177,True,0.036363636363636154,0.3388657569885254,0.3388657569885254,UwCOgC@?WBa??@??_?G?@K????_?A???C??@???G
1178,True,0.0769230769230771,0.33934617042541504,0.33934617042541504,LosP??@?WB_NAO
1191,True,2.33505483405483,0.21360564231872559,0.21360564231872559,U|b~h~U|{zYY|t^bVdYfmumWn|xnr~[~ZKjlRvIo
1466,True,0.4867142857142923,0.49398231506347656,0.49398231506347656,Qa?IPM@OP?e@?AdAcaP??@???@?
1566,True,1.0,1.1589488983154297,1.1589488983154297,S~CGW[@?GB_F?@??_?W?F??C??G??W??[
1587,True,0.33333333333333304,0.34098339080810547,0.34098339080810547,Kh_c?C@_OO?@
1588,True,1.0,2.436033010482788,2.436033010482788,[hCGGC@?G?_@?@??_?G?@?????G??G??C??@?G?GC??o?????g????A????G???@
1600,True,0.33333333333333304,0.9159033298492432,0.9159033298492432,LpPAA?@?H??@?@
1601,True,1.0,0.8299503326416016,0.8299503326416016,M^GGI?@??A?@?@?K?
1708,True,1.0,0.45379114151000977,0.45379114151000977,HpCWGCB
1880,False,0.0,10.000391244888306,120.0,EXG_
1891,True,0.5,2.561955213546753,2.561955213546753,K[CGG__?G?c?
2041,True,0.25,2.0851597785949707,2.0851597785949707,LjOO_`?O?_A?O?
2051,True,0.25,2.0382211208343506,2.0382211208343506,KPWH?OGG@?@?
2117,True,0.4867142857142923,0.540745735168457,0.540745735168457,JlVGLsG?GG?
2120,False,0.0,10.000773906707764,120.0,Bw
2121,True,1.0,2.2825028896331787,2.2825028896331787,LhCH?C@IC??@?@
